arm,arm_label,group,question_id,object,object_kind,tour_seen,day,weekday,weekend,hour,hour_bin,truth,truth_room,prediction,prediction_room,error_type,p_truth,p_prediction,n_selected_arms_wrong
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0429,laptop_mara,personal,False,5,Sat,True,13.72,afternoon 12-18,bookshelf_l1,living,kitchen_table_k1,kitchen,wrong room,0.2212,0.4398,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0470,jacket_mara,personal,False,5,Sat,True,14.93,afternoon 12-18,ON_PERSON,on person,entry_hook_e1,entry,missed carried,0.0882,0.4625,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0402,tablet_mara,personal,True,5,Sat,True,16.36,afternoon 12-18,counter_k1,kitchen,coffee_table_l1,living,wrong room,0.0973,0.7855,8
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0453,remote_shared_1,shared,True,5,Sat,True,16.74,afternoon 12-18,coffee_table_l1,living,couch_l1,living,"right room, wrong spot",0.1577,0.6859,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0479,jacket_mara,personal,False,5,Sat,True,17.73,afternoon 12-18,ON_PERSON,on person,entry_hook_e1,entry,missed carried,0.0547,0.3821,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0424,remote_shared_1,shared,True,5,Sat,True,18.13,evening 18-24,coffee_table_l1,living,couch_l1,living,"right room, wrong spot",0.1841,0.6578,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0406,jacket_mara,personal,False,5,Sat,True,18.94,evening 18-24,ON_PERSON,on person,entry_hook_e1,entry,missed carried,0.0472,0.3618,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0403,bowl_shared_2,shared,True,5,Sat,True,19.44,evening 18-24,cupboard_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.2654,0.3068,5
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0412,mug_shared_1,shared,True,5,Sat,True,20.26,evening 18-24,dish_rack_k1,kitchen,cupboard_k1,kitchen,"right room, wrong spot",0.2982,0.4352,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0471,towel_mara,personal,True,5,Sat,True,22.23,evening 18-24,bedroom_floor_b1,bedroom,towel_rack_ba1,bathroom,wrong room,0.0393,0.6518,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0455,plate_shared_2,shared,True,5,Sat,True,23.44,evening 18-24,sink_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.3884,0.4130,3
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0575,jacket_mara,personal,False,6,Sun,True,13.02,afternoon 12-18,bookshelf_l1,living,ON_PERSON,on person,false away,0.0458,0.3247,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0529,tablet_mara,personal,True,6,Sun,True,13.25,afternoon 12-18,counter_k1,kitchen,coffee_table_l1,living,wrong room,0.3228,0.5926,4
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0557,water_bottle_mara,personal,False,6,Sun,True,14.14,afternoon 12-18,couch_l1,living,counter_k1,kitchen,wrong room,0.2301,0.6783,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0508,mug_mara,personal,True,6,Sun,True,14.21,afternoon 12-18,cupboard_k1,kitchen,chair_k2,kitchen,"right room, wrong spot",0.0035,0.4197,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0493,lunchbox_mara,personal,True,6,Sun,True,14.60,afternoon 12-18,bookshelf_l1,living,armchair_l1,living,"right room, wrong spot",0.0267,0.6017,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0522,book_mara,personal,True,6,Sun,True,15.57,afternoon 12-18,couch_l1,living,bookshelf_l1,living,"right room, wrong spot",0.0118,0.3947,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0555,glasses_mara,personal,False,6,Sun,True,16.40,afternoon 12-18,armchair_l1,living,kitchen_table_k1,kitchen,wrong room,0.0418,0.3951,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0517,towel_mara,personal,True,6,Sun,True,16.67,afternoon 12-18,towel_rack_ba1,bathroom,bedroom_floor_b1,bedroom,wrong room,0.1714,0.5545,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0523,jacket_mara,personal,False,6,Sun,True,17.38,afternoon 12-18,bookshelf_l1,living,sink_k1,kitchen,wrong room,0.0220,0.2630,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0570,tablet_mara,personal,True,6,Sun,True,18.22,evening 18-24,counter_k1,kitchen,coffee_table_l1,living,wrong room,0.3216,0.5901,4
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0558,jacket_mara,personal,False,6,Sun,True,19.83,evening 18-24,bookshelf_l1,living,sink_k1,kitchen,wrong room,0.0190,0.2740,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0499,tablet_mara,personal,True,6,Sun,True,20.06,evening 18-24,counter_k1,kitchen,coffee_table_l1,living,wrong room,0.3216,0.5900,4
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0496,water_bottle_mara,personal,False,6,Sun,True,20.07,evening 18-24,couch_l1,living,counter_k1,kitchen,wrong room,0.2281,0.6716,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0498,plate_shared_2,shared,True,6,Sun,True,21.00,evening 18-24,sink_k1,kitchen,counter_k1,kitchen,"right room, wrong spot",0.2587,0.6406,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0548,book_mara,personal,True,6,Sun,True,22.40,evening 18-24,couch_l1,living,sink_k1,kitchen,wrong room,0.1268,0.5131,8
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0550,lunchbox_mara,personal,True,6,Sun,True,23.30,evening 18-24,bookshelf_l1,living,counter_k1,kitchen,wrong room,0.1285,0.4676,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0643,bowl_shared_2,shared,True,7,Mon,False,6.31,morning 6-12,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0013,0.8982,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0671,charger_mara,personal,False,7,Mon,False,7.64,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0425,0.0650,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0661,headphones_mara,personal,False,7,Mon,False,7.86,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0427,0.1024,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0621,keys_mara,personal,False,7,Mon,False,9.20,morning 6-12,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0145,0.8761,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0650,headphones_mara,personal,False,7,Mon,False,9.64,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0487,0.1890,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0642,phone_mara,personal,False,7,Mon,False,10.53,morning 6-12,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0160,0.8523,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0667,lunchbox_mara,personal,True,7,Mon,False,11.35,morning 6-12,OUT_OF_HOUSE,out of house,bed_b1,bedroom,missed away,0.1135,0.1135,6
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0584,mug_shared_1,shared,True,7,Mon,False,12.45,afternoon 12-18,dish_rack_k1,kitchen,cupboard_k1,kitchen,"right room, wrong spot",0.3643,0.5189,2
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0602,wallet_mara,personal,False,7,Mon,False,13.01,afternoon 12-18,OUT_OF_HOUSE,out of house,chair_k2,kitchen,missed away,0.1031,0.2611,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0599,phone_mara,personal,False,7,Mon,False,14.00,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0168,0.8721,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0635,lunchbox_mara,personal,True,7,Mon,False,14.02,afternoon 12-18,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0639,0.2332,6
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0593,notebook_mara,personal,False,7,Mon,False,14.35,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0262,0.5200,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0622,laptop_mara,personal,False,7,Mon,False,14.61,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0304,0.5259,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0598,keys_mara,personal,False,7,Mon,False,15.10,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_table_e1,entry,missed away,0.0670,0.2818,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0611,laptop_mara,personal,False,7,Mon,False,15.63,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0270,0.5351,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0600,lunchbox_mara,personal,True,7,Mon,False,16.01,afternoon 12-18,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0539,0.3276,8
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0633,mug_shared_1,shared,True,7,Mon,False,16.29,afternoon 12-18,dish_rack_k1,kitchen,cupboard_k1,kitchen,"right room, wrong spot",0.3737,0.5322,2
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0627,plate_shared_2,shared,True,7,Mon,False,20.51,evening 18-24,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0409,0.6739,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0586,jacket_mara,personal,False,7,Mon,False,20.88,evening 18-24,entry_hook_e1,entry,sink_k1,kitchen,wrong room,0.1909,0.2708,6
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0616,plate_shared_1,shared,True,7,Mon,False,21.25,evening 18-24,dish_rack_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0201,0.6448,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0638,pan_shared_1,shared,True,7,Mon,False,21.43,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.1898,0.4783,8
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0619,jacket_mara,personal,False,7,Mon,False,21.46,evening 18-24,entry_hook_e1,entry,sink_k1,kitchen,wrong room,0.1920,0.2669,5
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0589,charger_mara,personal,False,7,Mon,False,21.77,evening 18-24,chair_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0161,0.8676,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0670,mug_mara,personal,True,7,Mon,False,21.92,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0035,0.5045,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0647,wallet_mara,personal,False,7,Mon,False,22.16,evening 18-24,chair_k1,kitchen,entry_table_e1,entry,wrong room,0.0131,0.4012,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0730,pan_shared_1,shared,True,8,Tue,False,6.45,morning 6-12,kitchen_table_k1,kitchen,sink_k1,kitchen,"right room, wrong spot",0.0388,0.7870,7
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0700,glasses_mara,personal,False,8,Tue,False,6.90,morning 6-12,OUT_OF_HOUSE,out of house,armchair_l1,living,missed away,0.0304,0.6786,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0691,laptop_mara,personal,False,8,Tue,False,7.22,morning 6-12,OUT_OF_HOUSE,out of house,bookshelf_l1,living,missed away,0.0229,0.7235,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0747,backpack_mara,personal,False,8,Tue,False,7.57,morning 6-12,OUT_OF_HOUSE,out of house,dish_rack_k1,kitchen,missed away,0.0467,0.2878,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0681,backpack_mara,personal,False,8,Tue,False,7.73,morning 6-12,OUT_OF_HOUSE,out of house,dish_rack_k1,kitchen,missed away,0.0458,0.2818,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0702,charger_mara,personal,False,8,Tue,False,11.87,morning 6-12,OUT_OF_HOUSE,out of house,chair_k1,kitchen,missed away,0.0298,0.3804,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0699,phone_mara,personal,False,8,Tue,False,14.02,afternoon 12-18,OUT_OF_HOUSE,out of house,cupboard_k1,kitchen,missed away,0.0715,0.1575,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0733,glasses_mara,personal,False,8,Tue,False,15.25,afternoon 12-18,OUT_OF_HOUSE,out of house,armchair_l1,living,missed away,0.0219,0.4512,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0721,backpack_mara,personal,False,8,Tue,False,15.32,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0350,0.4172,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0698,lunchbox_mara,personal,True,8,Tue,False,15.59,afternoon 12-18,OUT_OF_HOUSE,out of house,armchair_l1,living,missed away,0.0168,0.2362,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0713,keys_mara,personal,False,8,Tue,False,15.76,afternoon 12-18,OUT_OF_HOUSE,out of house,chair_k2,kitchen,missed away,0.0264,0.2927,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0701,headphones_mara,personal,False,8,Tue,False,15.94,afternoon 12-18,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0227,0.6004,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0692,jacket_mara,personal,False,8,Tue,False,16.03,afternoon 12-18,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0477,0.3427,8
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0715,laptop_mara,personal,False,8,Tue,False,16.68,afternoon 12-18,chair_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0305,0.6626,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0746,water_bottle_mara,personal,False,8,Tue,False,17.44,afternoon 12-18,nightstand_b1,bedroom,counter_k1,kitchen,wrong room,0.1754,0.4200,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0683,wallet_mara,personal,False,8,Tue,False,18.39,evening 18-24,chair_k2,kitchen,chair_k1,kitchen,"right room, wrong spot",0.1243,0.3405,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0711,plate_shared_1,shared,True,8,Tue,False,18.64,evening 18-24,kitchen_table_k1,kitchen,dish_rack_k1,kitchen,"right room, wrong spot",0.1966,0.3193,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0752,headphones_mara,personal,False,8,Tue,False,18.70,evening 18-24,sink_k1,kitchen,kitchen_table_k1,kitchen,"right room, wrong spot",0.0064,0.6970,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0672,plate_shared_1,shared,True,8,Tue,False,19.17,evening 18-24,kitchen_table_k1,kitchen,dish_rack_k1,kitchen,"right room, wrong spot",0.2008,0.3111,7
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0720,wallet_mara,personal,False,8,Tue,False,21.91,evening 18-24,chair_k2,kitchen,entry_table_e1,entry,wrong room,0.2656,0.4162,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0687,keys_mara,personal,False,8,Tue,False,23.01,evening 18-24,entry_hook_e1,entry,entry_table_e1,entry,"right room, wrong spot",0.0131,0.7154,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0741,phone_mara,personal,False,8,Tue,False,23.38,evening 18-24,armchair_l1,living,nightstand_b1,bedroom,wrong room,0.0110,0.5529,11
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0820,wallet_mara,personal,False,9,Wed,False,6.89,morning 6-12,OUT_OF_HOUSE,out of house,ON_PERSON,on person,carried/away swap,0.4748,0.4748,10
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0795,headphones_mara,personal,False,9,Wed,False,8.94,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0718,0.6835,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0823,headphones_mara,personal,False,9,Wed,False,8.98,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0708,0.6845,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0826,jacket_mara,personal,False,9,Wed,False,9.08,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.1051,0.3301,8
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0842,headphones_mara,personal,False,9,Wed,False,9.17,morning 6-12,OUT_OF_HOUSE,out of house,kitchen_table_k1,kitchen,missed away,0.0668,0.6889,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0825,keys_mara,personal,False,9,Wed,False,9.75,morning 6-12,OUT_OF_HOUSE,out of house,entry_hook_e1,entry,missed away,0.0414,0.6341,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0799,lunchbox_mara,personal,True,9,Wed,False,10.99,morning 6-12,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0555,0.5459,4
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0815,water_bottle_mara,personal,False,9,Wed,False,11.91,morning 6-12,OUT_OF_HOUSE,out of house,counter_k1,kitchen,missed away,0.0475,0.3496,9
active__graph_fixed__graph_anonymized__f0,"graph LLM, fixed set, anonymized",anonymized,q0848,phone_mara,personal,False,9,Wed,False,13.33,afternoon 12-18,OUT_OF_HOUSE,out of house,nightstand_b1,bedroom,missed away,0.0818,0.3192,9
